model,query,run,rows,latency
ttd,Which genes are associated with Hodgkin lymphoma?,3,12,38.31012629531324
ttd,Which genes are associated with Hodgkin lymphoma?,4,12,27.760296504944563
ttd,Which genes are associated with Hodgkin lymphoma?,5,12,26.747940303757787
ttd,Which pathways are associated with TP53?,1,35,28.87938184849918
ttd,Which pathways are associated with TP53?,2,35,27.815616512671113
ttd,Which pathways are associated with TP53?,3,35,25.352219000458717
ttd,Which pathways are associated with TP53?,4,35,26.760657301172614
ttd,Which pathways are associated with TP53?,5,35,26.886455480009317
ttd,Which drugs target ERBB2?,1,87,28.354839934036136
ttd,Which drugs target ERBB2?,2,87,28.38574373163283
ttd,Which drugs target ERBB2?,3,87,25.50936642102897
ttd,Which drugs target ERBB2?,4,87,27.128323022276163
ttd,Which drugs target ERBB2?,5,87,26.21139633655548
ttd,Which pathways are associated with the ADRB1 gene?,1,9,24.64338725619018
ttd,Which pathways are associated with the ADRB1 gene?,2,9,28.89877336472273
ttd,Which pathways are associated with the ADRB1 gene?,3,9,26.813610211014748
ttd,Which pathways are associated with the ADRB1 gene?,4,9,25.308573994785547
ttd,Which pathways are associated with the ADRB1 gene?,5,9,23.534316593781114
ttd,Which pathways are associated with the DRD2 gene?,1,8,22.715844102203846
ttd,Which pathways are associated with the DRD2 gene?,2,8,26.02381929755211
ttd,Which pathways are associated with the DRD2 gene?,3,8,24.19146728888154
ttd,Which pathways are associated with the DRD2 gene?,4,8,24.36724658869207
ttd,Which pathways are associated with the DRD2 gene?,5,8,25.04768341779709
ttd,Which pathways are associated with the HTR2A gene?,1,5,32.23933173343539
ttd,Which pathways are associated with the HTR2A gene?,2,5,28.976651152595878
ttd,Which pathways are associated with the HTR2A gene?,3,5,26.038020400330424
ttd,Which pathways are associated with the HTR2A gene?,4,5,26.677352394908667
ttd,Which pathways are associated with the HTR2A gene?,5,5,22.765762098133564
ttd,Which drugs target CD19?,1,131,26.20730445161462
ttd,Which drugs target CD19?,2,131,30.23793886601925
ttd,Which drugs target CD19?,3,131,24.73576172813773
ttd,Which drugs target CD19?,4,131,47.3810606636107
ttd,Which drugs target CD19?,5,131,25.910202108323574
ttd,Which drugs target CTLA4?,1,17,26.235515404492617
ttd,Which drugs target CTLA4?,2,17,23.964669728651643
ttd,Which drugs target CTLA4?,3,17,29.03835677728057
ttd,Which drugs target CTLA4?,4,17,48.86706050671637
ttd,Which drugs target CTLA4?,5,17,26.122566344216466
ctd,Which diseases are associated with BRAF?,1,41,26.78843635879457
ctd,Which diseases are associated with BRAF?,2,41,24.897994777187705
ctd,Which diseases are associated with BRAF?,3,41,27.66686881519854
ctd,Which diseases are associated with BRAF?,4,41,23.48326988518238
ctd,Which diseases are associated with BRAF?,5,41,24.849129997193813
ctd,Which genes are associated with amyotrophic lateral sclerosis?,1,115,36.03996237926185
ctd,Which genes are associated with amyotrophic lateral sclerosis?,2,115,36.20467953197658
ctd,Which genes are associated with amyotrophic lateral sclerosis?,3,115,29.01475832797587
ctd,Which genes are associated with amyotrophic lateral sclerosis?,4,115,35.46797967515886
ctd,Which genes are associated with amyotrophic lateral sclerosis?,5,114,30.647621719166636
ctd,Which diseases are associated with CDK4?,1,12,22.174235984683037
ctd,Which diseases are associated with CDK4?,2,12,28.8019585236907
ctd,Which diseases are associated with CDK4?,3,12,24.046773312613368
ctd,Which diseases are associated with CDK4?,4,12,28.513639353215694
ctd,Which diseases are associated with CDK4?,5,12,24.93846733495593
ctd,Which pathways are associated with the JAK2 gene?,1,94,28.16605881229043
ctd,Which pathways are associated with the JAK2 gene?,2,94,26.222044790163636
ctd,Which pathways are associated with the JAK2 gene?,3,94,28.394179418683052
ctd,Which pathways are associated with the JAK2 gene?,4,94,31.280592169612646
ctd,Which pathways are associated with the JAK2 gene?,5,94,26.406798103824258
ctd,Which drugs are used to treat rheumatoid arthritis?,1,122,25.01897968351841
ctd,Which drugs are used to treat rheumatoid arthritis?,2,122,25.037847047671676
ctd,Which drugs are used to treat rheumatoid arthritis?,3,122,23.438529010862112
ctd,Which drugs are used to treat rheumatoid arthritis?,4,122,26.365858240053058
ctd,Which drugs are used to treat rheumatoid arthritis?,5,122,34.90714121423662
ctd,Which genes are associated with ovarian cancer?,1,161,27.536705439910293
ctd,Which genes are associated with ovarian cancer?,2,161,47.13435250893235
ctd,Which genes are associated with ovarian cancer?,3,161,30.031747467815876
ctd,Which genes are associated with ovarian cancer?,4,161,26.58802605420351
ctd,Which genes are associated with ovarian cancer?,5,32,28.598481172695756
ctd,What are the known targets of regorafenib?,1,24,23.938693393021822
ctd,What are the known targets of regorafenib?,2,24,25.7837039437145
ctd,What are the known targets of regorafenib?,3,24,23.67092179507017
ctd,What are the known targets of regorafenib?,4,24,25.878346662968397
ctd,What are the known targets of regorafenib?,5,24,24.188666205853224
ctd,Which pathways are associated with the STAT3 gene?,1,61,31.06183572858572
ctd,Which pathways are associated with the STAT3 gene?,2,61,25.422472923994064
ctd,Which pathways are associated with the STAT3 gene?,3,61,25.510493671521544
ctd,Which pathways are associated with the STAT3 gene?,4,61,24.511002307757735
ctd,Which pathways are associated with the STAT3 gene?,5,61,24.55144846998155
ctd,What are the known targets of cabozantinib?,1,3,23.664495455101132
ctd,What are the known targets of cabozantinib?,2,3,29.909894671291113
ctd,What are the known targets of cabozantinib?,3,3,25.3055238109082
ctd,What are the known targets of cabozantinib?,4,3,27.039548410102725
ctd,What are the known targets of cabozantinib?,5,3,25.379666501656175
ctd,Which pathways are associated with the TNF gene?,1,66,23.147960474714637
ctd,Which pathways are associated with the TNF gene?,2,66,26.459231700748205
ctd,Which pathways are associated with the TNF gene?,3,66,23.483306620270014
ctd,Which pathways are associated with the TNF gene?,4,66,21.80270629376173
ctd,Which pathways are associated with the TNF gene?,5,66,26.01044487580657
ctd,Which diseases are associated with the NPM1 gene?,1,10,28.3543422780931
ctd,Which diseases are associated with the NPM1 gene?,2,10,29.24419247545302
ctd,Which diseases are associated with the NPM1 gene?,3,10,28.907949909567833
ctd,Which diseases are associated with the NPM1 gene?,4,10,27.972838655114174
ctd,Which diseases are associated with the NPM1 gene?,5,10,29.76348663121462
ctd,Which pathways are associated with the CD19 gene?,1,32,30.933641308918595
ctd,Which pathways are associated with the CD19 gene?,2,32,35.36605197750032
ctd,Which pathways are associated with the CD19 gene?,3,32,24.50441450253129
ctd,Which pathways are associated with the CD19 gene?,4,32,26.338450295850635
ctd,Which pathways are associated with the CD19 gene?,5,32,27.929977044463158
ctd,Which drugs are used to treat migraine?,1,152,32.35632509551942
ctd,Which drugs are used to treat migraine?,2,152,34.46314784325659
ctd,Which drugs are used to treat migraine?,3,152,29.782626152038574
ctd,Which drugs are used to treat migraine?,4,152,32.60206109844148
ctd,Which drugs are used to treat migraine?,5,152,29.731664799153805
ctd,What drugs are used to treat rickets?,1,13,24.79577019624412
ctd,What drugs are used to treat rickets?,2,13,25.98154877126217
ctd,What drugs are used to treat rickets?,3,13,29.242090493440628
ctd,What drugs are used to treat rickets?,4,13,27.042868388816714
ctd,What drugs are used to treat rickets?,5,13,26.341009927913547
ctd,Which genes are associated with epilepsy?,1,272,55.788631808012724
ctd,Which genes are associated with epilepsy?,3,198,58.182945193722844
ctd,Which genes are associated with epilepsy?,4,202,58.81630866602063
ctd,Which genes are associated with epilepsy?,5,205,62.15079487301409
ctd,Which genes are associated with Alzheimer’s disease?,1,115,32.9688621070236
ctd,Which genes are associated with Alzheimer’s disease?,2,115,38.958431320264935
ctd,Which genes are associated with Alzheimer’s disease?,3,115,29.26513921096921
ctd,Which genes are associated with Alzheimer’s disease?,4,115,28.73213443905115
ctd,Which genes are associated with Alzheimer’s disease?,5,115,30.142992904409766
ctd,Which genes are associated with renal cell carcinoma?,1,134,27.408929290249944
ctd,Which genes are associated with renal cell carcinoma?,2,134,35.51304546371102
ctd,Which genes are associated with renal cell carcinoma?,3,134,28.913882033899426
ctd,Which genes are associated with renal cell carcinoma?,4,134,25.958622310310602
ctd,Which genes are associated with renal cell carcinoma?,5,134,27.731460195034742
ctd,Which diseases are associated with the KRAS gene?,1,58,26.698841754347086
ctd,Which diseases are associated with the KRAS gene?,2,58,23.653481867164373
ctd,Which diseases are associated with the KRAS gene?,3,58,28.068370066583157
ctd,Which diseases are associated with the KRAS gene?,4,58,24.034159721806645
ctd,Which diseases are associated with the KRAS gene?,5,58,27.00704482384026
ctd,Which pathways are associated with the APP gene?,1,56,25.904582073912024
ctd,Which pathways are associated with the APP gene?,2,56,27.178050231188536
ctd,Which pathways are associated with the APP gene?,3,56,22.444865191355348
ctd,Which pathways are associated with the APP gene?,4,56,24.286559564992785
ctd,Which pathways are associated with the APP gene?,5,56,24.040860053151846
ctd,Which genes are associated with schizophrenia?,1,176,39.85652369633317
ctd,Which genes are associated with schizophrenia?,2,176,28.39227758720517
ctd,Which genes are associated with schizophrenia?,3,176,26.542304940521717
ctd,Which genes are associated with schizophrenia?,4,175,34.7505394872278
ctd,Which genes are associated with schizophrenia?,5,175,39.53024220280349
ctd,Which diseases are treated with valdecoxib?,1,8,24.518391950055957
ctd,Which diseases are treated with valdecoxib?,2,8,24.94009495154023
ctd,Which diseases are treated with valdecoxib?,3,8,25.12085491977632
ctd,Which diseases are treated with valdecoxib?,4,8,24.712475867941976
ctd,Which diseases are treated with valdecoxib?,5,8,24.286392580717802
ctd,What are the known targets of vandetanib?,1,38,22.243436984717846
ctd,What are the known targets of vandetanib?,2,38,25.327307663857937
ctd,What are the known targets of vandetanib?,3,38,26.71650484763086
ctd,What are the known targets of vandetanib?,4,38,23.145080799236894
ctd,What are the known targets of vandetanib?,5,38,25.1173855047673
ctd,Which pathways are associated with the CFTR gene?,1,26,27.19652395695448
ctd,Which pathways are associated with the CFTR gene?,2,26,25.25108502432704
ctd,Which pathways are associated with the CFTR gene?,3,26,25.75940028205514
ctd,Which pathways are associated with the CFTR gene?,4,26,24.29568350687623
ctd,Which pathways are associated with the CFTR gene?,5,26,24.458658650517464
ctd,Which drugs are used to treat tuberculosis?,1,113,29.060219721868634
ctd,Which drugs are used to treat tuberculosis?,2,113,29.029325367882848
ctd,Which drugs are used to treat tuberculosis?,3,112,29.9850863404572
ctd,Which drugs are used to treat tuberculosis?,4,113,28.98712958022952
ctd,Which drugs are used to treat tuberculosis?,5,112,31.83925273269415
ctd,Which drugs are used to treat pancreatic adenocarcinoma?,1,7,24.837586883455515
ctd,Which drugs are used to treat pancreatic adenocarcinoma?,2,7,25.75089915841818
ctd,Which drugs are used to treat pancreatic adenocarcinoma?,3,7,29.216645488515496
ctd,Which drugs are used to treat pancreatic adenocarcinoma?,4,7,26.916585613042116
ctd,Which drugs are used to treat pancreatic adenocarcinoma?,5,7,27.00837166234851
ctd,Which drugs are used to treat chronic myeloid leukemia?,1,44,25.434355771169066
ctd,Which drugs are used to treat chronic myeloid leukemia?,2,44,24.75961030833423
ctd,Which drugs are used to treat chronic myeloid leukemia?,3,44,23.91325851716101
ctd,Which drugs are used to treat chronic myeloid leukemia?,4,44,32.27612243965268
ctd,Which drugs are used to treat chronic myeloid leukemia?,5,44,27.660204676911235
ctd,Which drugs are used to treat Parkinson’s disease?,1,336,40.30587884038687
ctd,Which drugs are used to treat Parkinson’s disease?,2,336,32.16914612799883
ctd,Which drugs are used to treat Parkinson’s disease?,3,333,33.50162659212947
ctd,Which drugs are used to treat Parkinson’s disease?,4,336,32.60411039553583
ctd,Which drugs are used to treat Parkinson’s disease?,5,336,34.995876379311085
ctd,Which drugs are used to treat inflammatory bowel disease?,1,131,31.429112603887916
ctd,Which drugs are used to treat inflammatory bowel disease?,2,132,32.75521238334477
ctd,Which drugs are used to treat inflammatory bowel disease?,3,131,31.793807661160827
ctd,Which drugs are used to treat inflammatory bowel disease?,4,131,30.142487606033683
ctd,Which drugs are used to treat inflammatory bowel disease?,5,101,33.05659964866936
ctd,Which targets are acted on by imatinib?,1,136,24.463842999190092
ctd,Which targets are acted on by imatinib?,2,136,26.2564406003803
ctd,Which targets are acted on by imatinib?,3,136,24.12275522015989
ctd,Which targets are acted on by imatinib?,4,136,27.005140535533428
ctd,Which targets are acted on by imatinib?,5,136,58.33101559430361
ctd,Which biological targets does sorafenib interact with?,1,168,27.733327696099877
ctd,Which biological targets does sorafenib interact with?,2,168,28.950004521757364
ctd,Which biological targets does sorafenib interact with?,3,168,29.31617959216237
ctd,Which biological targets does sorafenib interact with?,4,168,24.489359114319086
ctd,Which biological targets does sorafenib interact with?,5,168,25.18345394358039
ctd,Which biological targets does tofacitinib interact with?,1,78,24.729468896985054
ctd,Which biological targets does tofacitinib interact with?,2,78,25.921325981616974
ctd,Which biological targets does tofacitinib interact with?,3,78,24.62893738783896
ctd,Which biological targets does tofacitinib interact with?,4,78,24.13651742786169
ctd,Which biological targets does tofacitinib interact with?,5,78,28.988741282373667
ctd,Which drugs target EGFR?,1,460,27.470948584377766
ctd,Which drugs target EGFR?,2,460,25.33761341124773
ctd,Which drugs target EGFR?,3,460,27.910116225481033
ctd,Which drugs target EGFR?,4,460,27.9085976164788
ctd,Which drugs target EGFR?,5,460,27.206202989444137
ctd,Which diseases are associated with TP53?,1,142,26.4883736576885
ctd,Which diseases are associated with TP53?,2,142,28.669733226299286
ctd,Which diseases are associated with TP53?,3,142,29.60150465928018
ctd,Which diseases are associated with TP53?,4,142,26.096373915672302
ctd,Which diseases are associated with TP53?,5,142,25.26834092102945
ctd,Which diseases are associated with FGFR2?,1,36,24.098107924684882
ctd,Which diseases are associated with FGFR2?,2,36,23.85432293266058
ctd,Which diseases are associated with FGFR2?,3,36,29.583931870758533
ctd,Which diseases are associated with FGFR2?,4,36,25.73885052278638
ctd,Which diseases are associated with FGFR2?,5,36,26.38601480796933
ctd,Which diseases are associated with HTT?,1,24,26.212926844134927
ctd,Which diseases are associated with HTT?,2,24,38.30874000303447
ctd,Which diseases are associated with HTT?,3,24,30.604439670220017
ctd,Which diseases are associated with HTT?,4,24,30.80640123784542
ctd,Which diseases are associated with HTT?,5,24,25.854219714179635
ctd,Which genes are associated with breast cancer?,1,35,31.749281492084265
ctd,Which genes are associated with breast cancer?,2,31,27.285752715542912
ctd,Which genes are associated with breast cancer?,3,35,28.67781332321465
ctd,Which genes are associated with breast cancer?,4,35,29.49134772643447
ctd,Which genes are associated with breast cancer?,5,35,28.583160726353526
ctd,Which genes are associated with colorectal cancer?,1,5,29.683873664587736
ctd,Which genes are associated with colorectal cancer?,2,5,29.793219396844506
ctd,Which genes are associated with colorectal cancer?,3,5,28.97903721407056
ctd,Which genes are associated with colorectal cancer?,4,14,28.99710553139448
ctd,Which genes are associated with colorectal cancer?,5,14,30.048122137784958
ctd,Which genes are associated with cystic fibrosis?,1,9,23.038646874949336
ctd,Which genes are associated with cystic fibrosis?,2,13,25.986805053427815
ctd,Which genes are associated with cystic fibrosis?,3,9,24.61824200861156
ctd,Which genes are associated with cystic fibrosis?,4,9,25.497148379683495
ctd,Which genes are associated with cystic fibrosis?,5,13,27.74041380546987
ctd,Which drugs are used to treat TNBC?,1,29,25.340957755222917
ctd,Which drugs are used to treat TNBC?,2,29,25.780977921560407
ctd,Which drugs are used to treat TNBC?,3,29,23.1912962179631
ctd,Which drugs are used to treat TNBC?,4,29,23.392614783719182
ctd,Which drugs are used to treat TNBC?,5,29,24.621506575495005
ctd,Which diseases are treated with metformin?,1,108,25.751476015895605
ctd,Which diseases are treated with metformin?,2,108,24.091763723641634
ctd,Which diseases are treated with metformin?,3,108,27.928431814536452
ctd,Which diseases are treated with metformin?,4,108,20.713246941566467
ctd,Which diseases are treated with metformin?,5,108,27.613642448559403
ctd,Which diseases are treated with sorafenib?,1,51,29.349975692108274
ctd,Which diseases are treated with sorafenib?,2,51,27.123059555888176
ctd,Which diseases are treated with sorafenib?,3,51,23.955606434494257
ctd,Which diseases are treated with sorafenib?,4,51,29.53736263513565
ctd,Which diseases are treated with sorafenib?,5,51,25.229339009150863
ctd,Which genes are associated with multiple sclerosis?,1,67,28.977196481078863
ctd,Which genes are associated with multiple sclerosis?,2,67,25.06156269647181
ctd,Which genes are associated with multiple sclerosis?,3,67,28.574046468362212
ctd,Which genes are associated with multiple sclerosis?,4,67,25.77582206763327
ctd,Which genes are associated with multiple sclerosis?,5,67,26.800233483314514
ctd,Which genes are associated with rheumatoid arthritis?,1,179,26.25743960402906
ctd,Which genes are associated with rheumatoid arthritis?,2,179,28.553488263860345
ctd,Which genes are associated with rheumatoid arthritis?,3,179,28.091405972838402
ctd,Which genes are associated with rheumatoid arthritis?,4,179,26.387520978227258
ctd,Which genes are associated with rheumatoid arthritis?,5,179,33.25938975997269
ctd,Which genes are associated with lung cancer?,1,372,27.789713691920042
ctd,Which genes are associated with lung cancer?,2,357,42.121552957221866
ctd,Which genes are associated with lung cancer?,3,357,29.52042006328702
ctd,Which genes are associated with lung cancer?,4,364,28.94415439851582
ctd,Which genes are associated with lung cancer?,5,364,26.95366469398141
ctd,What are the known targets of ponatinib?,1,74,23.383430438116193
ctd,What are the known targets of ponatinib?,2,74,24.33708838187158
ctd,What are the known targets of ponatinib?,3,74,35.156332928687334
ctd,What are the known targets of ponatinib?,4,74,23.48198846168816
ctd,What are the known targets of ponatinib?,5,74,27.95982843823731
ctd,Which drugs are used to treat systemic lupus erythematosus?,1,68,30.284401029348373
ctd,Which drugs are used to treat systemic lupus erythematosus?,2,68,31.21579817868769
ctd,Which drugs are used to treat systemic lupus erythematosus?,3,68,30.131550582125783
ctd,Which drugs are used to treat systemic lupus erythematosus?,4,68,31.358506858348846
ctd,Which drugs are used to treat systemic lupus erythematosus?,5,68,30.77004136145115
ctd,Which genes are associated with autism spectrum disorder?,1,620,26.23887513950467
ctd,Which genes are associated with autism spectrum disorder?,2,619,27.79058894701302
ctd,Which genes are associated with autism spectrum disorder?,3,619,27.059498954564333
ctd,Which genes are associated with autism spectrum disorder?,4,619,30.22014408558607
ctd,Which genes are associated with autism spectrum disorder?,5,617,28.291751811280847
ctd,Which diseases are associated with the ROS1 gene?,1,4,38.55540239997208
ctd,Which diseases are associated with the ROS1 gene?,2,4,25.53644359856844
ctd,Which diseases are associated with the ROS1 gene?,3,4,30.2727612555027
ctd,Which diseases are associated with the ROS1 gene?,4,4,26.783564256504178
ctd,Which diseases are associated with the ROS1 gene?,5,4,29.365672612562776
ctd,Which diseases are associated with the ALK gene?,1,20,27.02415539138019
ctd,Which diseases are associated with the ALK gene?,2,20,26.757670644670725
ctd,Which diseases are associated with the ALK gene?,3,20,33.69676591269672
ctd,Which diseases are associated with the ALK gene?,4,20,24.17404006794095
ctd,Which diseases are associated with the ALK gene?,5,20,26.238969158381224
ctd,Which diseases are associated with the EGFR gene?,1,50,32.651502680033445
ctd,Which diseases are associated with the EGFR gene?,2,50,22.82143066264689
ctd,Which diseases are associated with the EGFR gene?,3,50,26.77558541484177
ctd,Which diseases are associated with the EGFR gene?,4,50,26.002243792638183
ctd,Which diseases are associated with the EGFR gene?,5,50,26.98651548475027
ctd,Which genes are associated with psoriasis?,1,57,26.32922021858394
ctd,Which genes are associated with psoriasis?,2,70,25.408820973709226
ctd,Which genes are associated with psoriasis?,3,57,28.367239844053984
ctd,Which genes are associated with psoriasis?,4,57,29.792074332013726
ctd,Which genes are associated with psoriasis?,5,57,31.537152668461204
ctd,Which genes are associated with ulcerative colitis?,1,69,24.66279312595725
ctd,Which genes are associated with ulcerative colitis?,2,69,26.883204087615013
ctd,Which genes are associated with ulcerative colitis?,3,69,33.49389862827957
ctd,Which genes are associated with ulcerative colitis?,4,69,24.303154699504375
ctd,Which genes are associated with ulcerative colitis?,5,69,24.702773593366146
ctd,Which genes are associated with tuberculosis?,1,11,39.45224518328905
ctd,Which genes are associated with tuberculosis?,2,11,30.432124335318804
ctd,Which genes are associated with tuberculosis?,3,11,28.19820755533874
ctd,Which genes are associated with tuberculosis?,4,11,31.14309619180858
ctd,Which genes are associated with tuberculosis?,5,11,28.804586052894592
ctd,Which genes are associated with hepatitis C?,1,23,23.503836438059807
ctd,Which genes are associated with hepatitis C?,2,23,22.727540576830506
ctd,Which genes are associated with hepatitis C?,3,23,22.57710699364543
ctd,Which genes are associated with hepatitis C?,4,23,24.09666177071631
ctd,Which genes are associated with hepatitis C?,5,23,23.215572798624635
ctd,Which genes are associated with Hodgkin lymphoma?,1,18,22.900872711092234
ctd,Which genes are associated with Hodgkin lymphoma?,2,18,24.67564643546939
ctd,Which genes are associated with Hodgkin lymphoma?,3,18,21.872434251010418
ctd,Which genes are associated with Hodgkin lymphoma?,4,18,60.36072442494333
ctd,Which genes are associated with Hodgkin lymphoma?,5,18,21.045234272256494
ctd,Which pathways are associated with TP53?,1,133,23.552679708227515
ctd,Which pathways are associated with TP53?,2,133,21.52409708313644
ctd,Which pathways are associated with TP53?,3,133,24.968517703935504
ctd,Which pathways are associated with TP53?,4,133,24.320947961881757
ctd,Which pathways are associated with TP53?,5,133,26.396363340318203
ctd,Which drugs target ERBB2?,1,211,26.61967010423541
ctd,Which drugs target ERBB2?,2,211,27.085853872820735
ctd,Which drugs target ERBB2?,3,211,26.66808226518333
ctd,Which drugs target ERBB2?,4,211,24.901457311585546
ctd,Which drugs target ERBB2?,5,211,24.00676861219108
ctd,Which pathways are associated with the ADRB1 gene?,1,19,27.70970226638019
ctd,Which pathways are associated with the ADRB1 gene?,2,19,22.45001961477101
ctd,Which pathways are associated with the ADRB1 gene?,3,19,24.894350135698915
ctd,Which pathways are associated with the ADRB1 gene?,4,19,23.817087419331074
ctd,Which pathways are associated with the ADRB1 gene?,5,19,25.124198032543063
ctd,Which pathways are associated with the DRD2 gene?,1,16,29.67166143283248
ctd,Which pathways are associated with the DRD2 gene?,2,16,24.057992175221443
ctd,Which pathways are associated with the DRD2 gene?,3,16,23.15529769845307
ctd,Which pathways are associated with the DRD2 gene?,4,16,27.087048223242164
ctd,Which pathways are associated with the DRD2 gene?,5,16,30.836474247276783
ctd,Which pathways are associated with the HTR2A gene?,1,14,30.011309729889035
ctd,Which pathways are associated with the HTR2A gene?,2,14,25.221720304340124
ctd,Which pathways are associated with the HTR2A gene?,3,14,24.97608631104231
ctd,Which pathways are associated with the HTR2A gene?,4,14,25.636332323774695
ctd,Which pathways are associated with the HTR2A gene?,5,14,25.00625496916473
ctd,Which drugs target CD19?,1,26,29.607952885329723
ctd,Which drugs target CD19?,2,26,27.436750572174788
ctd,Which drugs target CD19?,3,26,25.023344049230218
ctd,Which drugs target CD19?,4,26,25.17095421254635
ctd,Which drugs target CD19?,5,26,26.271467935293913
ctd,Which drugs target CTLA4?,1,21,24.21869041211903
ctd,Which drugs target CTLA4?,2,21,30.071349734440446
ctd,Which drugs target CTLA4?,3,21,25.787490114569664
ctd,Which drugs target CTLA4?,4,21,25.183215839788318
ctd,Which drugs target CTLA4?,5,21,24.334055637940764
hcdt,Which diseases are associated with BRAF?,1,163,46.37363217584789
hcdt,Which diseases are associated with BRAF?,2,163,26.774909840896726
hcdt,Which diseases are associated with BRAF?,3,163,26.358692701905966
hcdt,Which diseases are associated with BRAF?,4,163,29.553053548559546
hcdt,Which diseases are associated with BRAF?,5,163,31.942429592832923
hcdt,Which genes are associated with amyotrophic lateral sclerosis?,1,860,55.33779037371278
hcdt,Which genes are associated with amyotrophic lateral sclerosis?,2,860,48.399775456637144
hcdt,Which genes are associated with amyotrophic lateral sclerosis?,3,860,33.11692678928375
hcdt,Which genes are associated with amyotrophic lateral sclerosis?,4,860,37.8787696454674
hcdt,Which genes are associated with amyotrophic lateral sclerosis?,5,860,29.05675165168941
hcdt,Which diseases are associated with CDK4?,1,153,45.50944663584232
hcdt,Which diseases are associated with CDK4?,2,153,37.74412722885609
hcdt,Which diseases are associated with CDK4?,3,153,33.35943224653602
hcdt,Which diseases are associated with CDK4?,4,153,25.041214559227228
hcdt,Which diseases are associated with CDK4?,5,153,31.431971576064825
hcdt,Which pathways are associated with the JAK2 gene?,1,44,29.513066647574306
hcdt,Which pathways are associated with the JAK2 gene?,2,44,26.292460614815354
hcdt,Which pathways are associated with the JAK2 gene?,3,44,29.05896874703467
hcdt,Which pathways are associated with the JAK2 gene?,4,44,33.230368100106716
hcdt,Which pathways are associated with the JAK2 gene?,5,44,26.90119200013578
hcdt,Which drugs are used to treat rheumatoid arthritis?,1,178,28.034123023971915
hcdt,Which drugs are used to treat rheumatoid arthritis?,2,178,23.139759965240955
hcdt,Which drugs are used to treat rheumatoid arthritis?,3,178,35.140330446884036
hcdt,Which drugs are used to treat rheumatoid arthritis?,4,178,26.33840811997652
hcdt,Which drugs are used to treat rheumatoid arthritis?,5,178,25.81432637013495
hcdt,Which genes are associated with ovarian cancer?,1,815,28.194479940459132
hcdt,Which genes are associated with ovarian cancer?,2,815,28.43677071109414
hcdt,Which genes are associated with ovarian cancer?,3,815,28.40320271998644
hcdt,Which genes are associated with ovarian cancer?,4,815,28.139432299882174
hcdt,Which genes are associated with ovarian cancer?,5,815,62.96338686160743
hcdt,What are the known targets of regorafenib?,1,69,30.96253069676459
hcdt,What are the known targets of regorafenib?,2,69,27.58202851936221
hcdt,What are the known targets of regorafenib?,3,69,26.847900414839387
hcdt,What are the known targets of regorafenib?,4,69,26.897774633020163
hcdt,What are the known targets of regorafenib?,5,69,29.61796153523028
hcdt,Which pathways are associated with the STAT3 gene?,1,50,31.644373148679733
hcdt,Which pathways are associated with the STAT3 gene?,2,50,26.85294369980693
hcdt,Which pathways are associated with the STAT3 gene?,3,50,24.365636391565204
hcdt,Which pathways are associated with the STAT3 gene?,4,50,30.169662952423096
hcdt,Which pathways are associated with the STAT3 gene?,5,50,27.509755812585354
hcdt,What are the known targets of cabozantinib?,1,89,29.46031702309847
hcdt,What are the known targets of cabozantinib?,2,89,32.26626212336123
hcdt,What are the known targets of cabozantinib?,3,89,31.194758312776685
hcdt,What are the known targets of cabozantinib?,4,89,29.540920911356807
hcdt,What are the known targets of cabozantinib?,5,89,32.53932598605752
hcdt,Which pathways are associated with the TNF gene?,1,48,28.17962338961661
hcdt,Which pathways are associated with the TNF gene?,2,48,28.550903351977468
hcdt,Which pathways are associated with the TNF gene?,3,48,28.862278517335653
hcdt,Which pathways are associated with the TNF gene?,4,48,26.686965964734554
hcdt,Which pathways are associated with the TNF gene?,5,48,26.270473843440413
hcdt,Which diseases are associated with the NPM1 gene?,1,16,26.365455454215407
hcdt,Which diseases are associated with the NPM1 gene?,2,16,38.14414358139038
hcdt,Which diseases are associated with the NPM1 gene?,3,16,25.436009109020233
hcdt,Which diseases are associated with the NPM1 gene?,4,16,28.345360718667507
hcdt,Which diseases are associated with the NPM1 gene?,5,16,37.609245255589485
hcdt,Which drugs are used to treat migraine?,1,56,35.69455155171454
hcdt,Which drugs are used to treat migraine?,2,56,35.196815971285105
hcdt,Which drugs are used to treat migraine?,3,56,36.16598412767053
hcdt,Which drugs are used to treat migraine?,4,56,28.763125086203218
hcdt,Which drugs are used to treat migraine?,5,56,27.110104706138372
hcdt,What drugs are used to treat rickets?,1,2,32.62696353904903
hcdt,What drugs are used to treat rickets?,2,2,33.462375432252884
hcdt,What drugs are used to treat rickets?,3,2,27.35843369178474
hcdt,What drugs are used to treat rickets?,4,2,28.049013974145055
hcdt,What drugs are used to treat rickets?,5,2,28.61846297979355
hcdt,Which genes are associated with epilepsy?,1,1684,36.954484639689326
hcdt,Which genes are associated with epilepsy?,2,1727,28.95203396305442
hcdt,Which genes are associated with epilepsy?,3,3378,29.561253607273102
hcdt,Which genes are associated with epilepsy?,4,3378,28.182994976639748
hcdt,Which genes are associated with epilepsy?,5,3378,28.661567449569702
hcdt,Which genes are associated with Alzheimer’s disease?,1,1060,40.330298310145736
hcdt,Which genes are associated with Alzheimer’s disease?,2,1060,31.623752718791366
hcdt,Which genes are associated with Alzheimer’s disease?,3,1064,28.452779475599527
