gene_symbol,gene_full_name
QSOX1,quiescin sulfhydryl oxidase 1
RAB10,"RAB10, member RAS oncogene family"
RAB27A,"RAB27A, member RAS oncogene family"
RAB29,"RAB29, member RAS oncogene family"
RAB2A,"RAB2A, member RAS oncogene family"
RAB5A,"RAB5A, member RAS oncogene family"
RAB6A,"RAB6A, member RAS oncogene family"
RAB7A,"RAB7A, member RAS oncogene family"
RAB8B,"RAB8B, member RAS oncogene family"
RAB9A,"RAB9A, member RAS oncogene family"
RABEP1,"rabaptin, RAB GTPase binding effector protein 1"
RABGAP1L,RAB GTPase activating protein 1 like
RABGGTA,Rab geranylgeranyltransferase subunit alpha
RABGGTB,Rab geranylgeranyltransferase subunit beta
RABL3,"RAB, member of RAS oncogene family like 3"
RAC1,Rac family small GTPase 1
RAC2,Rac family small GTPase 2
RACGAP1,Rac GTPase activating protein 1
RACK1,receptor for activated C kinase 1
RAD1,RAD1 checkpoint DNA exonuclease
RAD18,RAD18 E3 ubiquitin protein ligase
RAD50,RAD50 double strand break repair protein
RAD51,RAD51 recombinase
RAD51C,RAD51 paralog C
RAD52,RAD52 DNA repair protein
RAD54L,RAD54 like
RAF1,"Raf-1 proto-oncogene, serine/threonine kinase"
RALA,RAS like proto-oncogene A
RALBP1,ralA binding protein 1
RAMP1,receptor activity modifying protein 1
RAMP2,receptor activity modifying protein 2
RAMP3,receptor activity modifying protein 3
RAN,"RAN, member RAS oncogene family"
RANBP1,RAN binding protein 1
RAP1A,"RAP1A, member of RAS oncogene family"
RAPGEF1,Rap guanine nucleotide exchange factor 1
RAPGEF3,Rap guanine nucleotide exchange factor 3
RAPGEF4,Rap guanine nucleotide exchange factor 4
RARA,retinoic acid receptor alpha
RARB,retinoic acid receptor beta
RARG,retinoic acid receptor gamma
RARRES1,retinoic acid receptor responder 1
RASGRP1,RAS guanyl releasing protein 1
RASGRP3,RAS guanyl releasing protein 3
RB1,RB transcriptional corepressor 1
RBBP4,"RB binding protein 4, chromatin remodeling factor"
RBBP5,"RB binding protein 5, histone lysine methyltransferase complex subunit"
RBBP9,"RB binding protein 9, serine hydrolase"
RBL1,RB transcriptional corepressor like 1
RBL2,RB transcriptional corepressor like 2
RBM17,RNA binding motif protein 17
RBMS3,RNA binding motif single stranded interacting protein 3
RBP1,retinol binding protein 1
RBP2,retinol binding protein 2
RBP3,retinol binding protein 3
RBP4,retinol binding protein 4
RBP5,retinol binding protein 5
RBX1,ring-box 1
RCAN1,regulator of calcineurin 1
RCE1,Ras converting CAAX endopeptidase 1
RCOR1,REST corepressor 1
RCOR3,REST corepressor 3
RCVRN,recoverin
RDH5,retinol dehydrogenase 5
RDX,radixin
RECQL,RecQ like helicase
REEP5,receptor accessory protein 5
REG1A,regenerating family member 1 alpha
REG3A,regenerating family member 3 alpha
RELA,"RELA proto-oncogene, NF-kB subunit"
REN,renin
RENBP,renin binding protein
RET,ret proto-oncogene
REV1,REV1 DNA directed polymerase
REV3L,"REV3 like, DNA directed polymerase zeta catalytic subunit"
RFC1,replication factor C subunit 1
RFK,riboflavin kinase
RFPL4B,ret finger protein like 4B
RGL4,ral guanine nucleotide dissociation stimulator like 4
RGN,regucalcin
RGS12,regulator of G protein signaling 12
RGS16,regulator of G protein signaling 16
RGS17,regulator of G protein signaling 17
RGS19,regulator of G protein signaling 19
RGS2,regulator of G protein signaling 2
RGS4,regulator of G protein signaling 4
RGS5,regulator of G protein signaling 5
RGS7,regulator of G protein signaling 7
RGS8,regulator of G protein signaling 8
RHAG,Rh associated glycoprotein
RHBDF2,rhomboid 5 homolog 2
RHCG,Rh family C glycoprotein
RHEB,"Ras homolog, mTORC1 binding"
RHO,rhodopsin
RHOA,ras homolog family member A
RHOB,ras homolog family member B
RHOC,ras homolog family member C
RHOG,ras homolog family member G
RIC3,RIC3 acetylcholine receptor chaperone
RICTOR,RPTOR independent companion of MTOR complex 2
RIMS1,regulating synaptic membrane exocytosis 1
RIN1,Ras and Rab interactor 1
RIOK1,RIO kinase 1
RIOK2,RIO kinase 2
RIOK3,RIO kinase 3
RIPK1,receptor interacting serine/threonine kinase 1
RIPK2,receptor interacting serine/threonine kinase 2
RIPK3,receptor interacting serine/threonine kinase 3
RIPK4,receptor interacting serine/threonine kinase 4
RIPOR2,RHO family interacting cell polarization regulator 2
RLN2,relaxin 2
RNASE1,"ribonuclease A family member 1, pancreatic"
RNASE2,ribonuclease A family member 2
RNASE3,ribonuclease A family member 3
RNASE4,ribonuclease A family member 4
RNASEH1,ribonuclease H1
RNASEH2A,ribonuclease H2 subunit A
RNASEL,ribonuclease L
RND3,Rho family GTPase 3
RNF112,ring finger protein 112
RNF8,ring finger protein 8
RNMT,RNA guanine-7 methyltransferase
RNPEP,arginyl aminopeptidase
ROCK1,Rho associated coiled-coil containing protein kinase 1
ROCK2,Rho associated coiled-coil containing protein kinase 2
RORA,RAR related orphan receptor A
RORB,RAR related orphan receptor B
RORC,RAR related orphan receptor C
ROS1,"ROS proto-oncogene 1, receptor tyrosine kinase"
RPA1,replication protein A1
RPE,ribulose-5-phosphate-3-epimerase
RPE65,retinoid isomerohydrolase RPE65
RPIA,ribose 5-phosphate isomerase A
RPL10,ribosomal protein L10
RPL10A,ribosomal protein L10a
RPL10L,ribosomal protein L10 like
RPL11,ribosomal protein L11
RPL12,ribosomal protein L12
RPL13,ribosomal protein L13
RPL13A,ribosomal protein L13a
RPL14,ribosomal protein L14
RPL15,ribosomal protein L15
RPL17,ribosomal protein L17
RPL18,ribosomal protein L18
RPL18A,ribosomal protein L18a
RPL19,ribosomal protein L19
RPL21,ribosomal protein L21
RPL22,ribosomal protein L22
RPL23,ribosomal protein L23
RPL23A,ribosomal protein L23a
RPL24,ribosomal protein L24
RPL26,ribosomal protein L26
RPL26L1,ribosomal protein L26 like 1
RPL27,ribosomal protein L27
RPL27A,ribosomal protein L27a
RPL28,ribosomal protein L28
RPL29,ribosomal protein L29
RPL3,ribosomal protein L3
RPL30,ribosomal protein L30
RPL31,ribosomal protein L31
RPL32,ribosomal protein L32
RPL34,ribosomal protein L34
RPL35,ribosomal protein L35
RPL35A,ribosomal protein L35a
RPL36,ribosomal protein L36
RPL36A,ribosomal protein L36a
RPL37,ribosomal protein L37
RPL37A,ribosomal protein L37a
RPL38,ribosomal protein L38
RPL39,ribosomal protein L39
RPL4,ribosomal protein L4
RPL41,ribosomal protein L41
RPL5,ribosomal protein L5
RPL6,ribosomal protein L6
RPL7,ribosomal protein L7
RPL7A,ribosomal protein L7a
RPL8,ribosomal protein L8
RPL9,ribosomal protein L9
RPLP0,ribosomal protein lateral stalk subunit P0
RPLP1,ribosomal protein lateral stalk subunit P1
RPP30,ribonuclease P/MRP subunit p30
RPS10,ribosomal protein S10
RPS11,ribosomal protein S11
RPS12,ribosomal protein S12
RPS13,ribosomal protein S13
RPS14,ribosomal protein S14
RPS15,ribosomal protein S15
RPS15A,ribosomal protein S15a
RPS16,ribosomal protein S16
RPS17,ribosomal protein S17
RPS18,ribosomal protein S18
RPS19,ribosomal protein S19
RPS2,ribosomal protein S2
RPS20,ribosomal protein S20
RPS21,ribosomal protein S21
RPS23,ribosomal protein S23
RPS24,ribosomal protein S24
RPS25,ribosomal protein S25
RPS26,ribosomal protein S26
RPS27,ribosomal protein S27
RPS27A,ribosomal protein S27a
RPS28,ribosomal protein S28
RPS29,ribosomal protein S29
RPS3,ribosomal protein S3
RPS3A,ribosomal protein S3A
RPS4X,ribosomal protein S4 X-linked
RPS4Y1,ribosomal protein S4 Y-linked 1
RPS5,ribosomal protein S5
RPS6,ribosomal protein S6
RPS6KA1,ribosomal protein S6 kinase A1
RPS6KA2,ribosomal protein S6 kinase A2
RPS6KA3,ribosomal protein S6 kinase A3
RPS6KA4,ribosomal protein S6 kinase A4
RPS6KA5,ribosomal protein S6 kinase A5
RPS6KA6,ribosomal protein S6 kinase A6
RPS6KB1,ribosomal protein S6 kinase B1
RPS6KB2,ribosomal protein S6 kinase B2
RPS7,ribosomal protein S7
RPS8,ribosomal protein S8
RPS9,ribosomal protein S9
RPSA,ribosomal protein SA
RPTOR,regulatory associated protein of MTOR complex 1
RRAS2,RAS related 2
RRBP1,ribosome binding protein 1
RRM1,ribonucleotide reductase catalytic subunit M1
RRM2,ribonucleotide reductase regulatory subunit M2
RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B
RRP1B,ribosomal RNA processing 1B
RRP7A,ribosomal RNA processing 7 homolog A
RSL24D1,ribosomal L24 domain containing 1
RTCB,"RNA 2',3'-cyclic phosphate and 5'-OH ligase"
RTKN2,rhotekin 2
RUNDC3B,RUN domain containing 3B
RUNX1,RUNX family transcription factor 1
RUNX3,RUNX family transcription factor 3
RUVBL1,RuvB like AAA ATPase 1
RUVBL2,RuvB like AAA ATPase 2
RXFP1,relaxin family peptide receptor 1
RXFP2,relaxin family peptide receptor 2
RXFP3,relaxin family peptide receptor 3
RXFP4,relaxin family peptide/INSL5 receptor 4
RXRA,retinoid X receptor alpha
RXRB,retinoid X receptor beta
RXRG,retinoid X receptor gamma
RYR1,ryanodine receptor 1
RYR2,ryanodine receptor 2
RYR3,ryanodine receptor 3
S100A1,S100 calcium binding protein A1
S100A10,S100 calcium binding protein A10
S100A11,S100 calcium binding protein A11
S100A12,S100 calcium binding protein A12
S100A13,S100 calcium binding protein A13
S100A16,S100 calcium binding protein A16
S100A2,S100 calcium binding protein A2
S100A4,S100 calcium binding protein A4
S100A6,S100 calcium binding protein A6
S100A7,S100 calcium binding protein A7
S100A8,S100 calcium binding protein A8
S100A9,S100 calcium binding protein A9
S100B,S100 calcium binding protein B
S100G,S100 calcium binding protein G
S100P,S100 calcium binding protein P
S1PR1,sphingosine-1-phosphate receptor 1
S1PR2,sphingosine-1-phosphate receptor 2
S1PR3,sphingosine-1-phosphate receptor 3
S1PR4,sphingosine-1-phosphate receptor 4
S1PR5,sphingosine-1-phosphate receptor 5
SAA1,serum amyloid A1
SACM1L,SAC1 like phosphatidylinositide phosphatase
SAE1,SUMO1 activating enzyme subunit 1
SAG,S-antigen visual arrestin
SARDH,sarcosine dehydrogenase
SARM1,sterile alpha and TIR motif containing 1
SARS1,seryl-tRNA synthetase 1
SAT1,spermidine/spermine N1-acetyltransferase 1
SAT2,spermidine/spermine N1-acetyltransferase family member 2
SBK1,SH3 domain binding kinase 1
SBK3,SH3 domain binding kinase family member 3
SCAP,SREBF chaperone
SCARB1,scavenger receptor class B member 1
SCD,stearoyl-CoA desaturase
SCD5,stearoyl-CoA desaturase 5
SCG5,secretogranin V
SCGB1A1,secretoglobin family 1A member 1
SCGB3A1,secretoglobin family 3A member 1
SCLY,selenocysteine lyase
SCMH1,Scm polycomb group protein homolog 1
SCN10A,sodium voltage-gated channel alpha subunit 10
SCN11A,sodium voltage-gated channel alpha subunit 11
SCN1A,sodium voltage-gated channel alpha subunit 1
SCN1B,sodium voltage-gated channel beta subunit 1
SCN2A,sodium voltage-gated channel alpha subunit 2
SCN2B,sodium voltage-gated channel beta subunit 2
SCN3A,sodium voltage-gated channel alpha subunit 3
SCN3B,sodium voltage-gated channel beta subunit 3
SCN4A,sodium voltage-gated channel alpha subunit 4
SCN4B,sodium voltage-gated channel beta subunit 4
SCN5A,sodium voltage-gated channel alpha subunit 5
SCN7A,sodium voltage-gated channel alpha subunit 7
SCN8A,sodium voltage-gated channel alpha subunit 8
SCN9A,sodium voltage-gated channel alpha subunit 9
SCNN1A,sodium channel epithelial 1 subunit alpha
SCNN1B,sodium channel epithelial 1 subunit beta
SCNN1D,sodium channel epithelial 1 subunit delta
SCNN1G,sodium channel epithelial 1 subunit gamma
SCO1,synthesis of cytochrome C oxidase 1
SCP2,sterol carrier protein 2
SCPEP1,serine carboxypeptidase 1
SCTR,secretin receptor
SCYL1,SCY1 like pseudokinase 1
SDC2,syndecan 2
SDCBP,syndecan binding protein
SDF2,stromal cell derived factor 2
SDF4,stromal cell derived factor 4
SDHA,succinate dehydrogenase complex flavoprotein subunit A
SDHB,succinate dehydrogenase complex iron sulfur subunit B
SDHC,succinate dehydrogenase complex subunit C
SDHD,succinate dehydrogenase complex subunit D
SDS,serine dehydratase
SDSL,serine dehydratase like
SEC14L2,SEC14 like lipid binding 2
SEC14L3,SEC14 like lipid binding 3
SEC14L4,SEC14 like lipid binding 4
SELE,selectin E
SELENOP,selenoprotein P
SELL,selectin L
SELP,selectin P
SELPLG,selectin P ligand
SEM1,SEM1 26S proteasome subunit
SEMA3C,semaphorin 3C
SEMA6A,semaphorin 6A
SEMG1,semenogelin 1
SENP1,SUMO specific peptidase 1
SENP2,SUMO specific peptidase 2
SENP3,SUMO specific peptidase 3
SENP5,SUMO specific peptidase 5
SENP6,SUMO specific peptidase 6
SENP7,SUMO specific peptidase 7
SENP8,"SUMO peptidase family member, NEDD8 specific"
SEPSECS,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
SEPTIN3,septin 3
SEPTIN7,septin 7
SEPTIN9,septin 9
SERINC5,serine incorporator 5
SERPINA1,serpin family A member 1
SERPINA2,serpin family A member 2 (gene/pseudogene)
SERPINA3,serpin family A member 3
SERPINA4,serpin family A member 4
SERPINA5,serpin family A member 5
SERPINA6,serpin family A member 6
SERPINA7,serpin family A member 7
SERPINB1,serpin family B member 1
SERPINB2,serpin family B member 2
SERPINB3,serpin family B member 3
SERPINB5,serpin family B member 5
SERPINB9,serpin family B member 9
SERPINC1,serpin family C member 1
SERPIND1,serpin family D member 1
SERPINE1,serpin family E member 1
SERPINF1,serpin family F member 1
SERPINF2,serpin family F member 2
SERPING1,serpin family G member 1
SERPINH1,serpin family H member 1
SETD2,"SET domain containing 2, histone lysine methyltransferase"
SETD4,SET domain containing 4
SETD7,"SET domain containing 7, histone lysine methyltransferase"
SETDB1,SET domain bifurcated histone lysine methyltransferase 1
SETMAR,SET and mariner transposase domain methyltransferase
SF1,splicing factor 1
SF3A2,splicing factor 3a subunit 2
SF3A3,splicing factor 3a subunit 3
SF3B1,splicing factor 3b subunit 1
SF3B3,splicing factor 3b subunit 3
SFMBT1,Scm like with four mbt domains 1
SFN,stratifin
SFPQ,splicing factor proline and glutamine rich
SFRP1,secreted frizzled related protein 1
SFRP4,secreted frizzled related protein 4
SFTPA1,surfactant protein A1
SFTPB,surfactant protein B
SFTPD,surfactant protein D
SGK1,serum/glucocorticoid regulated kinase 1
SGK2,serum/glucocorticoid regulated kinase 2
SGK3,serum/glucocorticoid regulated kinase family member 3
SGMS1,sphingomyelin synthase 1
SGMS2,sphingomyelin synthase 2
SGPL1,sphingosine-1-phosphate lyase 1
SH2B1,SH2B adaptor protein 1
SH2B3,SH2B adaptor protein 3
SH2D5,SH2 domain containing 5
SHBG,sex hormone binding globulin
SHC1,SHC adaptor protein 1
SHC2,SHC adaptor protein 2
SHH,sonic hedgehog signaling molecule
SHMT1,serine hydroxymethyltransferase 1
SHMT2,serine hydroxymethyltransferase 2
SHROOM2,shroom family member 2
SI,sucrase-isomaltase
SIAH1,siah E3 ubiquitin protein ligase 1
SIGLEC1,sialic acid binding Ig like lectin 1
SIGLEC7,sialic acid binding Ig like lectin 7
SIGLEC9,sialic acid binding Ig like lectin 9
SIGMAR1,sigma non-opioid intracellular receptor 1
SIK1,salt inducible kinase 1
SIK2,salt inducible kinase 2
SIK3,SIK family kinase 3
SIRPA,signal regulatory protein alpha
SIRT1,sirtuin 1
SIRT2,sirtuin 2
SIRT3,sirtuin 3
SIRT4,sirtuin 4
SIRT5,sirtuin 5
SIRT6,sirtuin 6
SIRT7,sirtuin 7
SIVA1,SIVA1 apoptosis inducing factor
SKIC3,SKI3 subunit of superkiller complex
SKOR2,SKI family transcriptional corepressor 2
SKP1,S-phase kinase associated protein 1
SKP2,S-phase kinase associated protein 2
SLAMF1,signaling lymphocytic activation molecule family member 1
SLC10A1,solute carrier family 10 member 1
SLC10A2,solute carrier family 10 member 2
SLC10A6,solute carrier family 10 member 6
SLC11A1,solute carrier family 11 member 1
SLC11A2,solute carrier family 11 member 2
SLC12A1,solute carrier family 12 member 1
SLC12A2,solute carrier family 12 member 2
SLC12A3,solute carrier family 12 member 3
SLC12A4,solute carrier family 12 member 4
SLC12A5,solute carrier family 12 member 5
SLC12A6,solute carrier family 12 member 6
SLC12A7,solute carrier family 12 member 7
SLC13A1,solute carrier family 13 member 1
SLC13A2,solute carrier family 13 member 2
SLC13A3,solute carrier family 13 member 3
SLC13A5,solute carrier family 13 member 5
SLC14A1,solute carrier family 14 member 1 (Kidd blood group)
SLC14A2,solute carrier family 14 member 2
SLC15A1,solute carrier family 15 member 1
SLC15A2,solute carrier family 15 member 2
SLC15A3,solute carrier family 15 member 3
SLC15A4,solute carrier family 15 member 4
SLC16A1,solute carrier family 16 member 1
SLC16A10,solute carrier family 16 member 10
SLC16A2,solute carrier family 16 member 2
SLC16A3,solute carrier family 16 member 3
SLC16A4,solute carrier family 16 member 4
SLC16A5,solute carrier family 16 member 5
SLC16A6,solute carrier family 16 member 6
SLC16A7,solute carrier family 16 member 7
SLC16A8,solute carrier family 16 member 8
SLC17A3,solute carrier family 17 member 3
SLC17A5,solute carrier family 17 member 5
SLC17A9,solute carrier family 17 member 9
SLC18A1,solute carrier family 18 member A1
SLC18A2,solute carrier family 18 member A2
SLC18A3,solute carrier family 18 member A3
SLC19A1,solute carrier family 19 member 1
SLC19A2,solute carrier family 19 member 2
SLC19A3,solute carrier family 19 member 3
SLC1A1,solute carrier family 1 member 1
SLC1A2,solute carrier family 1 member 2
SLC1A3,solute carrier family 1 member 3
SLC1A4,solute carrier family 1 member 4
SLC1A5,solute carrier family 1 member 5
SLC1A6,solute carrier family 1 member 6
SLC1A7,solute carrier family 1 member 7
SLC20A1,solute carrier family 20 member 1
SLC20A2,solute carrier family 20 member 2
SLC22A1,solute carrier family 22 member 1
SLC22A10,solute carrier family 22 member 10 (gene/pseudogene)
SLC22A11,solute carrier family 22 member 11
SLC22A12,solute carrier family 22 member 12
SLC22A16,solute carrier family 22 member 16
SLC22A17,solute carrier family 22 member 17
SLC22A2,solute carrier family 22 member 2
SLC22A3,solute carrier family 22 member 3
SLC22A4,solute carrier family 22 member 4
SLC22A5,solute carrier family 22 member 5
SLC22A6,solute carrier family 22 member 6
SLC22A7,solute carrier family 22 member 7
SLC22A8,solute carrier family 22 member 8
SLC22A9,solute carrier family 22 member 9
SLC23A1,solute carrier family 23 member 1
SLC23A2,solute carrier family 23 member 2
SLC24A2,solute carrier family 24 member 2
SLC24A4,solute carrier family 24 member 4
SLC25A1,solute carrier family 25 member 1
SLC25A10,solute carrier family 25 member 10
SLC25A12,solute carrier family 25 member 12
SLC25A13,solute carrier family 25 member 13
SLC25A15,solute carrier family 25 member 15
SLC25A18,solute carrier family 25 member 18
SLC25A2,solute carrier family 25 member 2
SLC25A20,solute carrier family 25 member 20
SLC25A21,solute carrier family 25 member 21
SLC25A22,solute carrier family 25 member 22
SLC25A29,solute carrier family 25 member 29
SLC25A31,solute carrier family 25 member 31
SLC25A4,solute carrier family 25 member 4
SLC25A5,solute carrier family 25 member 5
SLC25A6,solute carrier family 25 member 6
SLC26A2,solute carrier family 26 member 2
SLC26A3,solute carrier family 26 member 3
SLC26A4,solute carrier family 26 member 4
SLC26A8,solute carrier family 26 member 8
SLC26A9,solute carrier family 26 member 9
SLC27A1,solute carrier family 27 member 1
SLC27A2,solute carrier family 27 member 2
SLC27A4,solute carrier family 27 member 4
SLC28A1,solute carrier family 28 member 1
SLC28A2,solute carrier family 28 member 2
SLC28A3,solute carrier family 28 member 3
SLC29A1,solute carrier family 29 member 1 (Augustine blood group)
SLC29A2,solute carrier family 29 member 2
SLC29A3,solute carrier family 29 member 3
SLC29A4,solute carrier family 29 member 4
SLC2A1,solute carrier family 2 member 1
SLC2A10,solute carrier family 2 member 10
SLC2A11,solute carrier family 2 member 11
SLC2A12,solute carrier family 2 member 12
SLC2A2,solute carrier family 2 member 2
SLC2A3,solute carrier family 2 member 3
SLC2A4,solute carrier family 2 member 4
SLC2A5,solute carrier family 2 member 5
SLC2A6,solute carrier family 2 member 6
SLC2A7,solute carrier family 2 member 7
SLC2A8,solute carrier family 2 member 8
SLC2A9,solute carrier family 2 member 9
SLC30A8,solute carrier family 30 member 8
SLC30A9,solute carrier family 30 member 9
SLC31A1,solute carrier family 31 member 1
SLC31A2,solute carrier family 31 member 2
SLC32A1,solute carrier family 32 member 1
SLC33A1,solute carrier family 33 member 1
SLC34A1,solute carrier family 34 member 1
SLC34A2,solute carrier family 34 member 2
SLC34A3,solute carrier family 34 member 3
SLC35B2,solute carrier family 35 member B2
SLC36A1,solute carrier family 36 member 1
SLC36A2,solute carrier family 36 member 2
SLC37A4,solute carrier family 37 member 4
SLC38A1,solute carrier family 38 member 1
SLC38A2,solute carrier family 38 member 2
SLC38A3,solute carrier family 38 member 3
SLC38A4,solute carrier family 38 member 4
SLC38A5,solute carrier family 38 member 5
SLC39A14,solute carrier family 39 member 14
SLC39A8,solute carrier family 39 member 8
SLC3A1,solute carrier family 3 member 1
SLC40A1,solute carrier family 40 member 1
SLC41A1,solute carrier family 41 member 1
SLC41A3,solute carrier family 41 member 3
SLC43A3,solute carrier family 43 member 3
SLC44A1,solute carrier family 44 member 1
SLC44A2,solute carrier family 44 member 2 (CTL2 blood group)
SLC44A3,solute carrier family 44 member 3
SLC44A4,solute carrier family 44 member 4
SLC46A1,solute carrier family 46 member 1
SLC47A1,solute carrier family 47 member 1
SLC47A2,solute carrier family 47 member 2
SLC4A1,solute carrier family 4 member 1 (Diego blood group)
SLC4A10,solute carrier family 4 member 10
SLC4A4,solute carrier family 4 member 4
SLC4A5,solute carrier family 4 member 5
SLC4A7,solute carrier family 4 member 7
SLC4A8,solute carrier family 4 member 8
SLC51A,solute carrier family 51 member A
SLC51B,SLC51 subunit beta
SLC52A2,solute carrier family 52 member 2
SLC5A1,solute carrier family 5 member 1
SLC5A11,solute carrier family 5 member 11
SLC5A2,solute carrier family 5 member 2
SLC5A3,solute carrier family 5 member 3
SLC5A4,solute carrier family 5 member 4
SLC5A5,solute carrier family 5 member 5
SLC5A6,solute carrier family 5 member 6
SLC5A7,solute carrier family 5 member 7
SLC5A8,solute carrier family 5 member 8
SLC6A1,solute carrier family 6 member 1
SLC6A11,solute carrier family 6 member 11
SLC6A12,solute carrier family 6 member 12
SLC6A13,solute carrier family 6 member 13
SLC6A14,solute carrier family 6 member 14
SLC6A15,solute carrier family 6 member 15
SLC6A19,solute carrier family 6 member 19
SLC6A2,solute carrier family 6 member 2
SLC6A3,solute carrier family 6 member 3
SLC6A4,solute carrier family 6 member 4
SLC6A5,solute carrier family 6 member 5
SLC6A6,solute carrier family 6 member 6
SLC6A7,solute carrier family 6 member 7
SLC6A8,solute carrier family 6 member 8
SLC6A9,solute carrier family 6 member 9
SLC7A1,solute carrier family 7 member 1
SLC7A11,solute carrier family 7 member 11
SLC7A2,solute carrier family 7 member 2
SLC7A3,solute carrier family 7 member 3
SLC7A4,solute carrier family 7 member 4
SLC7A5,solute carrier family 7 member 5
SLC7A6,solute carrier family 7 member 6
SLC7A7,solute carrier family 7 member 7
SLC7A8,solute carrier family 7 member 8
SLC7A9,solute carrier family 7 member 9
SLC8A1,solute carrier family 8 member A1
SLC8A3,solute carrier family 8 member A3
SLC8B1,solute carrier family 8 member B1
SLC9A1,solute carrier family 9 member A1
SLC9A2,solute carrier family 9 member A2
SLC9A3,solute carrier family 9 member A3
SLC9A5,solute carrier family 9 member A5
SLC9A9,solute carrier family 9 member A9
SLCO1A2,solute carrier organic anion transporter family member 1A2
SLCO1B1,solute carrier organic anion transporter family member 1B1
SLCO1B3,solute carrier organic anion transporter family member 1B3
SLCO1C1,solute carrier organic anion transporter family member 1C1
SLCO2A1,solute carrier organic anion transporter family member 2A1
SLCO2B1,solute carrier organic anion transporter family member 2B1
SLCO3A1,solute carrier organic anion transporter family member 3A1
SLCO4A1,solute carrier organic anion transporter family member 4A1
SLCO4C1,solute carrier organic anion transporter family member 4C1
SLCO6A1,solute carrier organic anion transporter family member 6A1
SLIT1,slit guidance ligand 1
SLK,STE20 like kinase
SLPI,secretory leukocyte peptidase inhibitor
SLTM,SAFB like transcription modulator
SMAD2,SMAD family member 2
SMAD3,SMAD family member 3
SMAD7,SMAD family member 7
SMARCA2,SWI/SNF related BAF chromatin remodeling complex subunit ATPase 2
SMARCA4,SWI/SNF related BAF chromatin remodeling complex subunit ATPase 4
SMARCA5,SNF2 related chromatin remodeling ATPase 5
SMARCE1,SWI/SNF related BAF chromatin remodeling complex subunit E1
SMC1A,structural maintenance of chromosomes 1A
SMC2,structural maintenance of chromosomes 2
SMDT1,single-pass membrane protein with aspartate rich tail 1
SMG1,SMG1 nonsense mediated mRNA decay associated PI3K related kinase
SMG6,SMG6 nonsense mediated mRNA decay factor
SMN1,"survival of motor neuron 1, telomeric"
SMN2,"survival of motor neuron 2, centromeric"
SMO,"smoothened, frizzled class receptor"
SMOX,spermine oxidase
SMPD1,sphingomyelin phosphodiesterase 1
SMPD2,sphingomyelin phosphodiesterase 2
SMPD3,sphingomyelin phosphodiesterase 3
SMPD4,sphingomyelin phosphodiesterase 4
SMS,spermine synthase
SMURF1,SMAD specific E3 ubiquitin protein ligase 1
SMURF2,SMAD specific E3 ubiquitin protein ligase 2
SMYD2,SET and MYND domain containing 2
SMYD3,SET and MYND domain containing 3
SNAP25,synaptosome associated protein 25
SNCA,synuclein alpha
SNORD68,"small nucleolar RNA, C/D box 68"
SNRK,SNF related kinase
SNRNP200,small nuclear ribonucleoprotein U5 subunit 200
SNRPA,small nuclear ribonucleoprotein polypeptide A
SNRPD2,small nuclear ribonucleoprotein D2 polypeptide
SNU13,small nuclear ribonucleoprotein 13
SNUPN,snurportin 1
SNX3,sorting nexin 3
SNX9,sorting nexin 9
SOAT1,sterol O-acyltransferase 1
SOAT2,sterol O-acyltransferase 2
SOCS1,suppressor of cytokine signaling 1
SOCS6,suppressor of cytokine signaling 6
SOD1,superoxide dismutase 1
SOD2,superoxide dismutase 2
SOD3,superoxide dismutase 3
SORCS2,sortilin related VPS10 domain containing receptor 2
SORD,sorbitol dehydrogenase
SORT1,sortilin 1
SOS1,SOS Ras/Rac guanine nucleotide exchange factor 1
SOST,sclerostin
SOX18,SRY-box transcription factor 18
SP3,Sp3 transcription factor
SP7,Sp7 transcription factor
SPAM1,sperm adhesion molecule 1
SPARC,secreted protein acidic and cysteine rich
SPECC1L,sperm antigen with calponin homology and coiled-coil domains 1 like
SPG7,"SPG7 matrix AAA peptidase subunit, paraplegin"
SPHK1,sphingosine kinase 1
SPHK2,sphingosine kinase 2
SPIDR,scaffold protein involved in DNA repair
SPIN1,spindlin 1
SPIN2B,spindlin family member 2B
SPIN3,spindlin family member 3
SPIN4,spindlin family member 4
SPINK5,serine peptidase inhibitor Kazal type 5
SPINK6,serine peptidase inhibitor Kazal type 6
SPINT1,"serine peptidase inhibitor, Kunitz type 1"
SPIRE2,spire type actin nucleation factor 2
SPNS2,"SPNS lysolipid transporter 2, sphingosine-1-phosphate"
SPOPL,speckle type BTB/POZ protein like
SPP1,secreted phosphoprotein 1
SPPL2A,signal peptide peptidase like 2A
SPPL2B,signal peptide peptidase like 2B
SPR,sepiapterin reductase
SPRY2,sprouty RTK signaling antagonist 2
SPSB2,splA/ryanodine receptor domain and SOCS box containing 2
SPTA1,"spectrin alpha, erythrocytic 1"
SPTBN1,"spectrin beta, non-erythrocytic 1"
SPTLC1,serine palmitoyltransferase long chain base subunit 1
SPTLC2,serine palmitoyltransferase long chain base subunit 2
SPTLC3,serine palmitoyltransferase long chain base subunit 3
SPTSSB,serine palmitoyltransferase small subunit B
SQLE,squalene epoxidase
SQOR,sulfide quinone oxidoreductase
SQSTM1,sequestosome 1
